id;name;photo;born_mo;born_da;born_ye;born_bc;bornPlace;nationality;ethnicity;religion;education;career;titles;awards;died_mo;died_da;died_ye;died_bc;diedPlace;politicalParty;dob;aged;nationality;intro;activity
2520062;Ivan Osterman;https://prabook.com/web/*/2520062;March;4;1725;;Saint St. Petersburg, Russia;Russian Empire;;;;;;Knight of the Order of Saint Alexander Nevsky;April;30;1811;;Moscow, Russia;;March 4, 1725;86;Russian Empire;"Count Ivan Andreyevich Osterman was a Russian statesman, son of Andrei Osterman. After Osterman""s father had fallen into disgrace, he was transferred from the Imperial Guards to the regular army and then sent abroad, where he would continue his ...";politician,diplomat
2520107;Marcin Katski;https://prabook.com/web/*/2520107;;;1636;;Katy, Poland;;;;;;;;;;1710;;Kamieniec Podolski, Poland;;1636;73;;Count Marcin Kazimierz K?tski of Brochwicz was a Polish nobleman, politician, diplomat, scholar, military commander, General of Artillery of the Crown , the Voivode of Kiev and Castellan of Krak?w . K?tski took part in all campaigns led by King John ...;politician,diplomat,steward
2520110;Maurycy Count;https://prabook.com/web/*/2520110;July;30;1871;;Warsaw, Masovian Voivodeship, Poland;Poland;;;;;;;March;5;1939;;Warsaw, Masovian Voivodeship, Poland;Popular National Union;July 30, 1871;67;Poland;Count Maurycy Klemens Zamoyski was a Polish nobleman, politician, social activist, and Minister of Foreign Affairs in the Polish government of the 1920s. Maurycy was the 15th Lord of the Zamo?? estate and the biggest land owner in pre-World World War ...;politician,diplomat
2520116;Mikhail Count;https://prabook.com/web/*/2520116;;;1714;;Minsk, Belarus;Russia;;;;;;"Order of the Black Eagle; Order of the White Eagle";February;15;1767;;;;July 12, 1714;52;Russia;Count Mikhail Illarionovich Vorontsov was a Russian statesman and diplomat, who laid foundations for the fortunes of the Vorontsov family. At the age of fourteen, Vorontsov was appointed a kammerjunker at the court of the tsesarevna Yelizaveta ...;politician,diplomat
2520144;Per Count;https://prabook.com/web/*/2520144;February;18;1602;;Rydboholm Castle, ?ster?ker Municipality, Sweden;Sweden;;;;;graf//graf;;September;2;1680;;;;February 18, 1602;78;Sweden;Count Per Brahe the Younger was a Swedish soldier and statesman. He was a Privy Councillor from 1630 and Lord High Steward from 1640. He fought with distinction in Prussia during the last three years of the Polish War (1626–1629) and also, as colonel ...;politician,governor,lord high steward of sweden
2520180;Simon Simon VI of Lippe;https://prabook.com/web/*/2520180;April;15;1554;;Detmold, Lippe, Germany;Germany;;;;;;;December;7;1613;;Brake, Lemgo, Germany;;April 15, 1554;59;Germany;Count Simon VI of Lippe. Simon was an intelligent prince, a man after the renaissance ideal. He corresponded with many leading scientists of his time, among them Tycho Brahe and Jost B?rgi. He acted as a counselor and chamberlain to the Holy Roman ...;politician,diplomat,ruler
2520516;Coskun Coruz;https://prabook.com/web/*/2520516;August;;1963;;;Netherlands;;;"""University of Amsterdam""";;;Order of Orange-Nassau Decorations In 2012 he was awarded Knight ofDecorations In 2012 he was awarded Knight of the Order of Orange-Nassau.;;;;;;Christian Democratic Party;August 15, 1963;;Netherlands;Co?kun ??r?z is a Dutch politician of Turkish descent. He focused on matters of security policy, judiciary, police, international law and human rights. ??r?z is born in the Turkish district Sal?pazar?. University of Amsterdam. In 2012 he was awarded ...;politician,congressman
2521340;Crisanta Duran;https://prabook.com/web/*/2521340;;;1980;;Boulder, Colorado, United States;United States of America;;;"""University of Colorado Boulder""";;;;;;;;;Democratic Party;August 23, 1980;;United States;Crisanta Duran is a legislator in the United States. state of Colorado. Elected to the Colorado House of Representatives as a Democrat in 2010, Duran represents House District 5, which encompasses part of northwest Denver. She was elected as the ...;politician,lawyer
2521781;Crosbie Ward;https://prabook.com/web/*/2521781;February;10;1832;;County Down, Ireland;New Zealand;;;;;;;November;10;1867;;London;;February 10, 1832;35;New Zealand;Crosbie Ward was a 19th-century Member of Parliament in Canterbury, New Zealand. He represented the Town of Lyttelton electorate from 1858 to 1866. He was a cabinet minister, Postmaster-General and Secretary for Crown Lands. He then represented the ...;politician,journalist
2521804;Cruz Bustamante;https://prabook.com/web/*/2521804;January;4;1953;;Dinuba, Tulare County, United States of America;American;;;;;;;;;;;;Democratic Party;January 4, 1953;;American;Cruz Miguel Bustamante is an American politician. He served with Governors Gray Davis and Arnold Schwarzenegger and was succeeded by John Garamendi in 2007. His family later moved to San Joaquin, California. As a resident of Fresno, Bustamante was ...;politician,governor
2522404;Cuthbert Winfred Pound;https://prabook.com/web/*/2522404;June;20;1864;;Lockport, Niagara County, New York, United States;;;Episcopalian;;;;;February;3;1935;;Tompkins County, New York;Republican Party;June 20, 1864;70;American;Cuthbert Winfred Pound was an American lawyer and politician from New New York He was Chief Judge of the New York Court of Appeals from 1932 to 1934. Afterwards he moved to Ithaca, New York and became a Law Professor at Cornell. In June 1900, he was ...;politician,lawyer
2522498;Cynthia Ortega;https://prabook.com/web/*/2522498;February;9;1956;;Willemstad, Netherlands Antilles;Netherlands;;;"""Open University in the Netherlands""";;Bachelor of Science;;;;;;;ChristianUnion;February 9, 1956;;Netherlands;Cynthia Apolonia Ortega-Martijn is a former Dutch politician. She focused on matters of economical affairs, social affairs, employment, integration, housing and Netherlands Antilles affairs. Ortega obtained a Bachelors degree in labour market ...;politician,congressman
2522860;Cyril Keeper;https://prabook.com/web/*/2522860;July;17;1943;;Manitoba, Canada;Canada;;;"""Carleton University""//""University of Winnipeg""";;;;;;;;;New Democratic Party;July 17, 1943;;Canada;Cyril Keeper is a politician in Manitoba, Canada. He is an aboriginal Canadian, of M?tis background. He holds a Bachelor of Arts degree from the University of Winnipeg, and a Master of Arts degree from Carleton University. He worked for the ...;politician,congressman
2523029;Cyrus Clay Carpenter;https://prabook.com/web/*/2523029;November;24;1829;;;American;;;;;;;March;29;1898;;Fort Dodge, Webster County, United States of America;Republican Party;November 24, 1829;68;American;"Cyrus Clay Carpenter was a officer, the eighth Governor of Iowa and United States. Representative from Iowa""s 9th congressional district. He moved to Iowa in 1854 and engaged in teaching and afterwards in land surveying, working as the County ...";politician,governor,senator
2523120;Czeslaw Wycech;https://prabook.com/web/*/2523120;July;20;1899;;;Poland;;;;;;;;26;1977;;Warsaw, Masovian Voivodeship, Poland;United People's;July 20, 1899;77;Poland;Czes?aw Wycech was a Polish activist, politician and historian. He was the Minister of Education in the Council of National Unity (1945–1947). He was involved with the peasant movement from around 1917 to 1919. Around that time he joined the Polish ...;politician,historian
2523146;Cassio Rodrigues da Cunha Lima;https://prabook.com/web/*/2523146;April;5;1963;;Campina Grande, Brazil;Brazil;;;;;;;;;;;;PSDB;April 5, 1963;;Brazil;C?ssio Rodrigues da Cunha Lima is a brazilian lawyer and politician, affiliated to the Party of Brazilian Social Democracy. He is the son of former governor of Para?ba Ronaldo Cunha Lima. He graduated in law from the State University of Para?ba and ...;politician,lawyer
2523294;Cesar Santiago;https://prabook.com/web/*/2523294;March;27;1942;;;Mexico;;;;;;;;;;;;Institutional Revolutionary Party;March 27, 1942;;Mexico;C?sar Augusto Santiago Ram?rez is a Mexican politician from the Institutional Revolutionary Party. He has served as Deputy of the LI, LIII, LV, LVIII and LXI Legislatures of the Mexican Congress representing Chiapas.;politician
2523976;Dagnija Stake;https://prabook.com/web/*/2523976;September;3;1951;;;Latvia;;;;;;;;;;;;Union of Greens and Farmers;September 3, 1951;;Latvia;Dagnija Sta?e is a Latvian politician and the Minister of Regional Development and Local Governments of Latvia from 13 May to 3 November 2010. University of Latvia.;politician,deputy of saeima
2524002;Dagoberto Rodriguez Barrera;https://prabook.com/web/*/2524002;;;1955;;Cuba;Cuba;;;;;;;;;;;;;1955;;Cuba;Dagoberto Rodriguez Barrera is a Cuban diplomat. From August 2001 to 2007, he was the Chief of the Cuban Interests Section. Prior to being the Chief of the Cuban Interests Section he was the Head of the Cuban Foreign Ministry’s Department on North ...;politician,diplomat
2524798;Dalmacio Sarsfield;https://prabook.com/web/*/2524798;February;18;1800;;Calamuchita Department, C?rdoba Province, Argentina;Panama;;;"""National University of C?rdoba""";;;;June;30;1875;;Buenos Aires, Argentina;Unitarian Party;February 18, 1800;75;Panama;Dalmacio V?lez Sarsfield was an Argentine lawyer and politician who wrote the Argentine Civil Code of 1869, which remained in force until 2015, when it was replaced by the new C?digo Civil y Comercial de la Naci?n. He earned a juris doctor in 1822.;politician,economist,journalist,lawyer,university professor
2524876;Mehmed Mehmed Adil Ferid Pasha;https://prabook.com/web/*/2524876;;;1853;;Istanbul, Istanbul Province, Turkey;Ottoman Empire;;;;;;;October;6;1923;;;Freedom and Accord Party;1853;70;Ottoman Empire;Damat Mehmed Adil Ferid Pasha , known simply as Damat Ferid Pasha, was an Ottoman statesman of Albanian origin who held the office of Grand Vizier during two periods under the reign of the last Ottoman Sultan Mehmed VI Vahdeddin, the first time ...;politician,grand vizier of the ottoman empire
2524900;Angela Watkinson;https://prabook.com/web/*/2524900;November;18;1941;;;United Kingdom;;Christian;;;;Dame Commander of the Order of the British Empire;;;;;;Conservative Party;November 18, 1941;;United Kingdom;Dame Angela Eileen Watkinson, Dame Commander of the Order of the British Empire, Member of Parliament is a British politician. She is Conservative Party Member of Parliament (Member of Parliament) for Hornchurch and Upminster, and was first elected ...;politician
2524959;Elmira Dame;https://prabook.com/web/*/2524959;December;30;1930;;Belize City, Belize;Belize;;;;;;"Dame Grand Cross of the Royal Victorian Order; Dame Grand Cross of the Order of St Michael and St GeorgeOrder of St Michael and St George; Royal Victorian Order; Grand Cross The Most Distinguished Order of Saint Michael aThe Most Distinguished Order of Saint Michael and Saint George is a British order of chivalry founded on 28 April 1818 by George, Prince Regent, later King George IV, while he was acting as Prince Regent for his father, King George III.";;;;;;;December 30, 1930;;Belize;Dame Elmira Minita Gordon Knight Grand Cross of the Order of Street Michael and Street George Knight Grand Cross of the Royal Victorian Order Justice of the Peace was the first Governor General of Belize from its independence in 1981-1993. She was ...;politician,governor
2525061;Mabel Miller;https://prabook.com/web/*/2525061;November;;1906;;Broken Hill;Australia;;;;;;Dame Commander of the Order of the British Empire;December;30;1978;;;;November 30, 1906;72;Australia;Dame Mabel Flora Miller, Dame Commander of the Order of the British Empire was an Australian lawyer and politician. She was the first woman elected to the Hobart City Council and one of the first two women to be elected to the Tasmanian House of ...;politician
2525190;Damian Draghici;https://prabook.com/web/*/2525190;March;31;1970;;Bucharest, Bucuresti, Romania;Romania;;;;;;;;;;;;;March 31, 1970;;Romania;Damian Dr?ghici is a Romanian politician of Romani origin. Dr?ghici is a Senator in the Romanian Parliament and also an advisor on Roma issues to the Prime Minister. He is a former musician, best known as a nai player and is a noted exponent of this ...;politician
2525253;Damian Hinds;https://prabook.com/web/*/2525253;November;27;1969;;;United Kingdom;;Roman Catholic;;;;;;;;;;Conservative Party;November 27, 1969;;United Kingdom;Damian Patrick George Hinds is a British Conservative Party politician and the Member of Parliament for the East Hampshire constituency. He is Exchequer Secretary to the Treasury. Hinds was chairman of the Bow Group in 2001-2002. He stood in the ...;politician
2525309;Damien Abad;https://prabook.com/web/*/2525309;April;5;1980;;N?mes, Arrondissement of N?mes, France;France;;;;;;;;;;;;Union for a Popular Movement;April 5, 1980;;France;Damien Abad is a Member of the European Parliament, representing South East France. Aged 29, he is the youngest Member of the European Parliament from France. Abad has the congenital neuromuscular disorder known as arthrogryposis. In 2007, he was ...;politician
2525343;Damien English;https://prabook.com/web/*/2525343;February;21;1978;;;Ireland;;;"""Dublin Institute of Technology""";;;;;;;;;Fine Gael;February 21, 1978;;Ireland;Damien English is an Irish Fine Gael politician and a Teachta D?la for the Meath West constituency. He educated at Bohermeen National School in County Meath, and Kells Community School. English first entered politics when he was elected to Meath ...;politician,deputy to the d?il
2525632;Damon Canfield;https://prabook.com/web/*/2525632;September;;1897;;;American;;;;;;;August;14;1992;;;;September 21, 1897;94;American;Damon Revelle Canfield was an American politician in the state of Washington. He served in the Washington House of Representatives from 1953 to 1967 and in the Senate from 1967 to 1975.;politician
2525720;Dan Boyle;https://prabook.com/web/*/2525720;August;14;1962;;Chicago, Cook County, United States of America;American;;;"""Cork Institute of Technology""";;;;;;;;;Green Party;August 14, 1962;;American;Dan Boyle is an Irish former Green Party politician. He currently works as campaign manager for the Wales Green Party, in their Cardiff office. In 1991 he was elected to Cork City Council. At the 2002 general election he was elected to D?il ?ireann ...;politician,deputy to the d?il,senator
2525745;Dan Carter;https://prabook.com/web/*/2525745;September;18;1967;;;United States of America;;;;;;Eagle Scout;;;;;;Connecticut Republican Party;September 18, 1967;;United States;Dan Carter is a politician from Connecticut. A Republican, he was elected to his first term in the in November 2010, representing the state’s second district in Bethel, Danbury and Redding. Carter has one younger brother, David. He earned a Bachelor ...;politician
2525766;Dan Clute;https://prabook.com/web/*/2525766;January;14;1966;;Class;American;;;"""University of Iowa""";;;;;;2000;;;Republican Party;January 14, 1966;33;American;Dan Clute represented the 59th District in the Iowa House of Representatives 2007–2009. Clute was elected in 2006 with 7,250 votes (58%), defeating Democrat Jim Sammler. Mike Huckabee appeared at a campaign event for him 9 September 2009 in Clive. In ...;politician,congressman
2525913;Dan Harris;https://prabook.com/web/*/2525913;August;3;1979;;Toronto, Ontario, Canada;Canada;;;;;;;;;;;;New Democratic Party;August 3, 1979;;Canada;"Dan Harris is a Canadian New Democratic Party politician, who represented the riding of Scarborough Southwest from 2011 to 2015. He served as the NDP's Critic for Post-Secondary Before being elected, he worked as an IT technician and ""Site Lead for ...";politician,congressman
2526103;Dan Norris;https://prabook.com/web/*/2526103;January;28;1960;;;United Kingdom;;;"""University of Sussex""";;;;;;;;;Labour Party;January 28, 1960;;United Kingdom;Dan Norris is a British Labour Party politician who was the Member of Parliament for Wansdyke from 1997 until 2010. He was also a Parliamentary Under Secretary of State at the Department for the Environment, Food and Rural Affairs. Norris first ...;politician
2526207;Dan Schoen;https://prabook.com/web/*/2526207;December;7;1974;;;United States of America;;;;;;;;;;;;Labour Party;December 7, 1974;;United States;Dan Schoen is a Minnesota politician and member of the. Schoen was first elected to the in 2012. Committee Assignments: Public Safety Policy and Finance, Health and Human Services Policy, Commerce and Consumer Protection and Taxes. Schoen graduated ...;politician
2526268;Dan Tichon;https://prabook.com/web/*/2526268;January;5;1937;;Kiryat Haim, Israel;Israel;;;"""Hebrew University of Jerusalem""";;;;;;;;;Likud;January 5, 1937;;Israel;Dan Tichon is a former Israeli politician and Speaker of the Knesset 1996–1999. Born in Kiryat Haim during the Mandate era, Tichon served as an officer in the Israel Defense Forces before graduating with an economics and international relations ...;politician,economist,knesset member
2526453;Dana Reizniece-Ozola;https://prabook.com/web/*/2526453;November;6;1981;;Kuld?ga, Kuld?ga municipality, Latvia;Latvia;;;;;;Woman GrandmasterWorld Junior Chess Champion;;;;;;Union of Greens and Farmers;November 6, 1981;;Latvia;Dana Reizniece-Ozola is the Minister of Economics of the Republic of Latvia. She is also a chess player who holds the title of Woman Grandmaster (2001). From 2006 to 2014, Mrs. Dana Reizniece-Ozola was Advisor to the Board, Board Member and Head of ...;politician,chess player,deputy of saeima
2526741;Daniel Minogue;https://prabook.com/web/*/2526741;July;18;1893;;Ireland;Australia;;;;;;;January;7;1983;;;Australian Labor Party;July 18, 1893;89;Australia;"Daniel ""Dan"" Minogue was an Australian politician. In 1949, he was elected to the Australian House of Representatives as the Labor member for West Sydney. Minogue held the seat until its abolition in 1969, at which time he retired. He died in 1983.";politician
2527188;Daniel Blumenthal;https://prabook.com/web/*/2527188;January;25;1860;;Thann, canton of Thann, France;French//Germany//Russia;;;;;;Knight of the Legion of Honour;March;25;1930;;Paris, Ile-de-France, France;German People's Party;January 25, 1860;70;French;Daniel Blumenthal was the mayor of Colmar from 1905 to 1914 and an elected member of the Reichstag between 1903 and 1907. He worked as a lawyer first at the Landgericht M?lhausen and then at Alsace-Lorraine's Supreme Court at Colmar. A Russian ...;politician,germany,russia
2527295;Daniel Calhoun Calhoun Roper;https://prabook.com/web/*/2527295;April;1;1867;;Marlboro County, South Carolina, United States of America;American;;Methodist;"""Duke University""";;;;April;11;1943;;;Democrat;April 1, 1867;76;American;Daniel Calhoun Roper was a U.S. administrator who served as the 7th United States Secretary of Commerce under President Franklin D. Roosevelt, and was the 5th United States Ambassador to Canada from May 19, 1939 until August 20, 1939. On December 25, ...;politician,diplomat
2527459;Dan Kelley;https://prabook.com/web/*/2527459;;;1970;;Marshalltown;American;;;"""University of Iowa""";;;;;;;;;Iowa Democratic Party;1970;;American;"Daniel D. ""Dan"" Kelley is the Iowa State Representative from the 29th District. A Democrat, he has served in the Iowa House of Representatives since 2011. He has a B.A. with honors in communication studies from the University of Iowa. As of January ...";politician,congressman
2527476;Daniel Draper;https://prabook.com/web/*/2527476;April;18;1940;;;United States of America;;;;;;;November;18;2004;;;Democratic Party;April 18, 1940;64;United States;"Daniel David Draper, Junior. was an American attorney and politician from the United States. state of Oklahoma. Born in Tahlequah, Oklahoma, he received his bachelor""s degree in accounting from Oklahoma State University. He then went to University of ...";politician,lawyer
2527511;Daniel Delaveau;https://prabook.com/web/*/2527511;December;22;1952;;Ch?lette-sur-Loing, canton of Ch?lette-sur-Loing, France;France;;;"""University of Orl?ans""";;;;;;;;;Socialist Party;December 22, 1952;;France;Daniel Delaveau is a French politician and former Mayor of Rennes. In 1989, he was elected mayor of the Rennes suburb of Saint-Jacques-de-la-Lande and in 1994 he joined the department general council as councillor for Rennes-Sud-Ouest. In September ...;politician,journalist,mayor of rennes
2527517;Daniel Derbyshire;https://prabook.com/web/*/2527517;;;1846;;;Canada;;;;;;;June;18;1916;;;Liberal Party;December 11, 1846;69;Canada;Daniel Derbyshire was a Canadian politician. He received a first class normal certificate, after which he taught school for a few years. He later entered the dairy business and opened a Plum Hollow factory and another one in Athens. In 1881 he moved ...;politician,congressman,senator
2527549;Daniel Farnsworth;https://prabook.com/web/*/2527549;;;1819;;Staten Island, New York City, United States of America;United States of America;;;;;;;December;5;1892;;Buckhannon, West Virginia, Upshur County, United States of America;Republican Party;December 23, 1819;72;United States;Daniel Duane Tompkins Farnsworth was an American politician in the United States. state of West Virginia, who served in the West Virginia Senate and briefly as the second Governor of West Virginia. Farnsworth was born in Staten Island, New New York ...;politician,governor
2527553;Daniel Duglery;https://prabook.com/web/*/2527553;October;18;1946;;Montlu?on, Allier, France;French;;Catholic Church;;;;;;;;;;Union for a Popular Movement;October 18, 1946;;French;Daniel Dugl?ry, born 30 October 1946 in Montlu?on is a French politician, member of the center-right UMP party. Daniel Dugl?ry did an internship as commissioner in Clermont-Ferrand. After, he was reword in Beaumont-sur-Oise (1977–1979), and Creil ...;politician,chief executive officer,conseiller r?gional,mayor,commissaire de police
2527736;Daniel Finch;https://prabook.com/web/*/2527736;March;24;1689;;;United Kingdom;;;;;;;August;2;1769;;;;March 24, 1689;80;United Kingdom;Daniel Finch, 8th Earl of Winchilsea and 3rd Earl of Nottingham, Knight of the Order of the Garter Personal Computer was a British politician. He remained its member until he succeeded to the Earldom in 1730, also serving as comptroller of the royal ...;politician
2527905;Daniel Goldberg;https://prabook.com/web/*/2527905;August;;1965;;Saint-Denis, Arrondissement of Saint-Denis, Seine-Saint-Denis, France;France;;;;;;;;;;;;Socialist Party;August 24, 1965;;France;Daniel Goldberg is a French Socialist politician. A mathematics teacher, he was elected deputy in 2007 to represent Louisiana Courneuve.;politician
2528067;Daniel Hershkowitz;https://prabook.com/web/*/2528067;January;2;1953;;Haifa, Haifa Subdistrict, Israel;Israel;;;;;;"the Technion’s Award; Landau Research Prize; Academic Award";;;;;;The Jewish Home;January 2, 1953;;Israel;Daniel Hershkowitz is an Israeli politician, mathematician and rabbi. He previously served as a professor of mathematics at the Technion and is also rabbi of the Ahuza neighborhood in Haifa. He was appointed president of Bar-Ilan University in 2013.;politician,educationist,mathematician,rabbi
2528171;Dan Rasmussen;https://prabook.com/web/*/2528171;August;12;1947;;Independence, Iowa, Buchanan County, United States of America;American;;;;;;;;;;;;Republican Party;August 12, 1947;;American;"Daniel J. ""Dan"" Rasmussen is the Iowa State Representative from the 23rd District since 2011. A Republican, he had previously served in the Iowa House of Representatives from 2003 to 2009. He received his Bachelor of Science from Iowa State University.";politician
2528205;Jacob Haugaard;https://prabook.com/web/*/2528205;March;;1952;;Tv?royri, Tv?royri Municipality, Faroe Islands;Denmark;;;;;;;;;;;;;March 12, 1952;;Denmark;Daniel Jacob Haugaard is a Danish-Faroese comedian, actor, musician, composer, writer, television host and politician. Jacob Haugaard was a frontman of the SABAE association for many years. SABAE is an abrieviation of Sammenslutningen Af Bevidst ...;politician,comedian
2528425;Daniel Kanu;https://prabook.com/web/*/2528425;January;2;1971;;Aba, Abia State, Nigeria;Nigeria;;Christianity;;;;;;;;;;People's Democratic Party;January 2, 1971;;Nigeria;Daniel Kanu is a politician, entrepreneur and philanthropist. According to a 2014 article in News Diary Online, he became well known throughout Nigeria for his support of General Sani Abacha. He is involved in several businesses in Nigeria and ...;politician,entrepreneur,philanthropist
2528444;Daniel Kellogg;https://prabook.com/web/*/2528444;February;10;1791;;Amherst, Massachusetts, United States;United States of America;;;"""Williams College""";;;;March;10;1875;;;Democratic Party;February 10, 1791;84;United States;"Daniel Kellogg was a Vermont public official who served as a Justice of the Vermont Supreme Court and in several other positions. A Democratic-Republican and later a Democrat, Kellogg served as Windham County State""s Attorney and Judge of Probate. He ...";politician,lawyer
2528526;Daniel Hannifin;https://prabook.com/web/*/2528526;;;1863;;Portland, Dodge County, Wisconsin, United States;American;;;;;;;;;;;;Democratic Party;1863;;American;Daniel L. Hannifin was a member of the Wisconsin State Assembly. Foreign twelve years he was employed at a teaching school, and was also a farmer. He served as bookkeeper and secretary of the Waterloo Canning and Pickeling Company, and was the town ...;politician
2528598;Daniel Poulter;https://prabook.com/web/*/2528598;October;30;1978;;Beckenham in Kent;United Kingdom;;;"""University of Bristol""//""King's College London""";;;;;;;;;Conservative Party;October 30, 1978;;United Kingdom;Daniel Leonard James Poulter is a British Conservative Party politician, who was elected at the 2010 general election as the Member of Parliament for Central Suffolk and North Ipswich. Poulter is a qualified medical doctor and served as a ...;politician
2528703;Daniel Manning;https://prabook.com/web/*/2528703;March;16;1831;;Albany, New York, United States of America;American;;;;;;;December;24;1887;;Albany, New York, United States of America;;March 16, 1831;56;American;Daniel Manning was an American businessman, journalist, and politician most notable for having served as the 37th United States Secretary of the Treasury. At the age of 11, Manning went to work for the Albany Atlas, which consolidated with the Argus ...;politician,journalist, secretary of the treasury,businessperson
2528709;Marian Vanghelie;https://prabook.com/web/*/2528709;;;1968;;;Romania;;;;;;;;;;;;Social Democratic Party;1968;;Romania;Daniel Marian Vanghelie is a Romanian politician, being the mayor of the 5th Sector of Bucharest since 2000 and a prominent member of the Romanian Social Democratic Party. Due to allegations of corruption made against him by the Romanian PNA, ...;politician,businessman,mayor
2528783;Daniel McLachlin;https://prabook.com/web/*/2528783;;;1810;;Pointe-Fortune in Lower Canada;Canada;;;;;;;February;6;1872;;;Liberal Party;1810;62;Canada;Daniel McLachlin was a businessman and political figure in Canada West. He represented Renfrew South in the 1st Canadian Parliament as a Liberal from 1867 to 1869. In 1837, he moved to Bytown and purchased cutting rights along the Ottawa River, ...;politician,congressman
2528822;Daniel Andrews;https://prabook.com/web/*/2528822;June;6;1972;;Williamstown, Australia;Australia;;;"""Monash University""";;;;;;;;;Australian Labor Party;June 6, 1972;;Australia;Daniel Michael Andrews is an Australian politician and the 48th Premier of Victoria, a post he has held since 2014. He has been the leader of the Victorian branch of the Australian Labor Party since 2010, and from 2010 to 2014, was Leader of the ...;politician,leader
2528942;Dan O'Connor;https://prabook.com/web/*/2528942;;;1864;;;Canada;Irish;;;;;;;;1933;;;;1864;68;Canada;Daniel O'Connor was a Canadian politician, businessman and prospector from Pembroke, Ontario. In the late 1880s, O'Connor moved to Sudbury where he became associated with economy, life and industry, becoming the town's second mayor in 1894. Later, ...;politician,explorer
2528960;Daniel Quiros;https://prabook.com/web/*/2528960;August;25;1921;;San Jos?, San Jos? Province, Costa Rica;Costa Rica;;;"""University of Paris""//""McGill University""//""University of Costa Rica""";;;Order of Isabella the Catholic?;October;13;1991;;Escaz? District, Costa Rica;National Liberation Party;August 25, 1921;70;Costa Rica;Porfirio Ricardo Jos? Luis Daniel Oduber Quir?s was a Costa Rican politician, lawyer, philosopher, poet, and essayist. He served as the President of Costa Rica from 1974 to 1978. He is credited with the creation of the Sistema Nacional de Radio y ...;politician,diplomat,writer
2528981;Daniel Ortuzar;https://prabook.com/web/*/2528981;;;1850;;Santiago, Chile;Chile;;Catholic;;;;;November;19;1932;;;Conservative Party;1850;82;Chile;Daniel Ort?zar Cuevas was a Chilean politician, who served as a deputy for San Fernando between 1891 and 1903, and deputy for Caupolic?n —current Rengo— between 1903 and 1906. He was elected deputy for Caupolic?n —now Rengo— in 1903, and held the ...;politician,farmer,deputy
2529314;Daniel Brown;https://prabook.com/web/*/2529314;March;28;1848;;;American;;;;;;;February;28;1919;;;Republican Party;March 28, 1848;70;American;Daniel Russell Brown was an American politician and the 43rd Governor of Rhode Island. He went to public schools and worked his way up to head salesman at a hardware store in Hartford, then moved to Providence, Rhode Island, where he became partner ...;politician,governor
2529571;Daniel Tarbox Jewett;https://prabook.com/web/*/2529571;September;14;1807;;Pittston, Kennebec County, United States of America;United States of America;;;"""Columbia University""//""Harvard Law School""";;;;October;7;1906;;Saint Louis, Missouri, United States of America;Republican Party;September 14, 1807;99;United States;Daniel Tarbox Jewett was a United States Senator from Missouri in 1870 and 1871. He was admitted to the bar and practiced in Bangor, Maine. He was city solicitor from 1834 to 1837. He moved to California and engaged in gold mining for two years, ...;politician,entrepreneur,lawyer,senator
2529792;Dan Cohen;https://prabook.com/web/*/2529792;June;10;1936;;;American;;;"""Blake School""//""Harvard Law School""//""Stanford University""//""Breck School""";;;;;;;;;Farmer-Labor Party;June 10, 1936;;American;"Daniel Willard ""Dan"" Cohen is an American author, businessperson, and politician from Minneapolis, Minnesota. He has provided financial support to candidates of the Democratic and Republican parties and ran as an independent candidate in the 2013 ...";politician,businessperson
2529804;Daniel Finkelstein;https://prabook.com/web/*/2529804;August;30;1962;;Lviv;United Kingdom;;;"""London School of Economics""//""City University London""";;;Officer of the Order of the British Empirethe Year Award;;;;;;Social Democratic Party;August 30, 1962;;United Kingdom;Daniel William Finkelstein, Baron Finkelstein,, OBE is a British journalist and politician. He is a former Executive Editor of The Times, but remains a weekly political columnist and is now associate editor. He is a former chairman of Policy Exchange ...;politician,journalist
2530476;Danilo Astori;https://prabook.com/web/*/2530476;April;23;1940;;Montevideo, Montevideo Department, Uruguay;Uruguay;;;University of the Republic;;;;;;;;;Broad Front;April 23, 1940;;Uruguay;Danilo ?ngel Astori Saragosa is a Uruguayan social democratic politician. Vice President of Uruguay from 2010 to 2015, on March 4, 2015, Astori took office as Minister of Economics and Finance, post he also held from 2005 to 2008. He ran for vice ...;politician,economist,professor,senator
2531433;Darien Fenton;https://prabook.com/web/*/2531433;February;25;1954;;;New Zealand;;;;;;;;;;;;New Zealand Labour Party;February 25, 1954;;New Zealand;"Darien Elizabeth Fenton is a New Zealand politician and was a from 2005 until her retirement in 2014. Fenton""s grandfather, Fred Frost, was a Labour Member of Parliament for New Plymouth from 1938 – 1943. On her entry to parliament in 2005, a ...";politician
2531557;Darius Adams;https://prabook.com/web/*/2531557;August;14;1813;;;United States of America;;;;;;;March;4;1889;;;Democratic Party;August 14, 1813;75;United States;Darius Adams Ogden was an American lawyer and politician from New New York He was a Canal Appraiser from 1853 to 1854. Afterwards he was appointed by President Franklin Pierce United States. Consul at Honolulu, then in the Kingdom of Hawaii, and ...;politician,diplomat
